ANO_LETIVO;CODIGO_CIE;CODIGO_INEP;CODIGO_DIRETORIA;NOME_DIRETORIA;NOME_ESCOLA;NOME_MUNICIPIO;ANOS_INICIAIS;ANOS_FINAIS;ENSINO_MEDIO
2018;909075;35909075;10208;LESTE 4;WILFREDO PINHEIRO PROF;SAO PAULO;4.9700000000;2.9200000000;2.4500000000
2018;912268;35912268;10207;LESTE 1;IRINEU MONTEIRO DE PINHO REV;SAO PAULO;;2.1600000000;1.3700000000
2018;916729;35916729;10104;NORTE 2;GUSTAVO BARROSO;SAO PAULO;;2.7400000000;1.9500000000
2018;44283;35044283;10208;LESTE 4;OCTACILIO DE CARVALHO LOPES PROF;SAO PAULO;;;2.7400000000
2018;46279;35046279;10208;LESTE 4;ANTONIO SYLVIO DA CUNHA BUENO;SAO PAULO;;2.7100000000;1.4100000000
2018;191917;35191917;10314;SUL 2;MARILSA GARBOSSA FRANCISCO PROFESSORA;SAO PAULO;4.1000000000;2.3600000000;2.0500000000
2018;37618;35037618;10316;CENTRO SUL;ALVARO DE SOUZA LIMA DOUTOR;SAO PAULO;5.7100000000;2.3100000000;1.2800000000
2018;4923;35004923;10314;SUL 2;JOAO SILVA PROFESSOR;SAO PAULO;;3.3600000000;2.2200000000
2018;909130;35909130;10208;LESTE 4;INAH JACY DE CASTRO AGUIAR;SAO PAULO;;3.3700000000;1.5700000000
2018;925329;35925329;10318;SUL 3;ADA PELLEGRINI GRINOVER;SAO PAULO;6.4300000000;;
2018;39317;35039317;10317;SUL 1;FRANCISCO BRASILIENSE FUSCO DOUTOR;SAO PAULO;4.5500000000;3.2100000000;1.9700000000
2018;269384;35269384;10317;SUL 1;FERNANDO GASPARIAN;SAO PAULO;;2.6400000000;2.4200000000
2018;925342;35925342;10318;SUL 3;VICENTINA APARECIDA TAMBORINO PROFESSORA;SAO PAULO;4.9800000000;;
2018;3244;35003244;10211;LESTE 3;ADHEMAR ANTONIO PRADO PROFESSOR;SAO PAULO;;2.6000000000;1.7800000000
2018;4601;35004601;10316;CENTRO SUL;JULIA COLLACO FRANCA PROFESSORA;SAO PAULO;6.5900000000;;
2018;38313;35038313;10318;SUL 3;VERA ATHAYDE PEREIRA PROFA;SAO PAULO;;2.9000000000;2.2300000000
2018;906585;35906585;10318;SUL 3;JAYR DE ANDRADE PROFESSOR;SAO PAULO;6.4400000000;;
2018;916754;35916754;10210;LESTE 2;PEDRO GERALDO COSTA DEPUTADO;SAO PAULO;4.5700000000;2.8500000000;1.3400000000
2018;908964;35908964;10314;SUL 2;YOSHIO NINOMIYA;SAO PAULO;5.5100000000;;
2018;2203;35002203;10205;LESTE 5;JOSE MARQUES DA CRUZ PROFESSOR;SAO PAULO;;;3.0800000000
2018;1259;35001259;10104;NORTE 2;JOAO LIGABUE CONEGO;SAO PAULO;;2.9600000000;2.1700000000
2018;4418;35004418;10316;CENTRO SUL;NOSSA SENHORA APARECIDA;SAO PAULO;4.3500000000;2.1800000000;1.4000000000
2018;1417;35001417;10205;LESTE 5;ISAI LEIRNER;SAO PAULO;;;4.1300000000
2018;966;35000966;10102;CENTRO;GONCALVES DIAS;SAO PAULO;;3.2000000000;2.5000000000
2018;899;35000899;10102;CENTRO;PEDRO COSTA DEPUTADO;SAO PAULO;5.4300000000;;
2018;902603;35902603;10210;LESTE 2;DARIO MONTEIRO DE BRITO PROF;SAO PAULO;5.0300000000;;
2018;12464;35012464;20202;GUARATINGUETA;SAO LAURINDO VISCONDE;BANANAL;;;2.6600000000
2018;30387;35030387;20804;PENAPOLIS;JOSE CARLOS DA SILVA PROFESSOR;BARBOSA;;2.3100000000;1.7800000000
2018;23231;35023231;20510;SAO JOAQUIM DA BARRA;MARTINHO SYLVIO BIZUTTI PROFESSOR;IGARAPAVA;;;1.8500000000
2018;21337;35021337;20411;PIRASSUNUNGA;QUEIROZ FILHO PROFESSOR;LEME;;4.9600000000;
2018;70270;35070270;20411;PIRASSUNUNGA;PREFEITO ORLANDO LEME FRANCO;LEME;;3.4900000000;
2018;916024;35916024;20411;PIRASSUNUNGA;ALTIMIRA PINKE PROFESSORA;LEME;;2.7300000000;2.6600000000
2018;21520;35021520;20411;PIRASSUNUNGA;NEWTON PRADO;LEME;;3.4900000000;2.0000000000
2018;26815;35026815;20702;FERNANDOPOLIS;HILDA BERTONCINI RODRIGUES PROFESSORA;PEDRANOPOLIS;;3.3600000000;2.0800000000
2018;17735;35017735;20403;BRAGANCA PAULISTA;NARCISO PIERONI;SOCORRO;;3.1400000000;2.2000000000
2018;2239;35002239;10205;LESTE 5;ALMERINDA RODRIGUES MELLO PROFESSORA;SAO PAULO;;1.9300000000;1.7300000000
2018;3220;35003220;10207;LESTE 1;MILTON CRUZEIRO PROFESSOR;SAO PAULO;;3.0100000000;1.4400000000
2018;5046;35005046;10317;SUL 1;JOSE NASCIMENTO PROFESSOR;SAO PAULO;6.1100000000;;
2018;3098;35003098;10208;LESTE 4;ASCANIO DE AZEVEDO CASTILHO PROF;SAO PAULO;4.7600000000;;
2018;36742;35036742;10318;SUL 3;GIULIO DAVID LEONE PROF;SAO PAULO;;2.8900000000;1.8100000000
2018;900102;35900102;10314;SUL 2;LEILA SABINO PROFESSORA;SAO PAULO;5.1100000000;3.6600000000;2.3400000000
2018;483631;35483631;10210;LESTE 2;SALVADOR ROMANO;SAO PAULO;4.5800000000;;
2018;925354;35925354;10318;SUL 3;JOSE XAVIER CORTEZ;SAO PAULO;6.0300000000;;
2018;923285;35923285;10210;LESTE 2;NANCY DE OLIVEIRA FIDALGO PROFA;SAO PAULO;4.6400000000;2.4800000000;1.7100000000
2018;38261;35038261;10318;SUL 3;ADRIAO BERNARDES PROF;SAO PAULO;5.7100000000;2.5000000000;0.9800000000
2018;3177;35003177;10211;LESTE 3;ALCIDES BOSCOLO PROFESSOR;SAO PAULO;5.4100000000;;
2018;447663;35447663;10211;LESTE 3;JARDIM SANTO ANDRE III;SAO PAULO;;2.9600000000;2.0800000000
2018;2987;35002987;10207;LESTE 1;GABRIEL PELICIOTTI PROFESSOR;SAO PAULO;5.4700000000;;
2018;916493;35916493;10207;LESTE 1;JULIO DE CARVALHO BARATA;SAO PAULO;;2.6300000000;1.3500000000
2018;910831;35910831;10211;LESTE 3;GERALDINO DOS SANTOS DEPUTADO;SAO PAULO;4.2400000000;2.9400000000;2.0600000000
2018;2161;35002161;10205;LESTE 5;SALVADOR ROCCO PROFESSOR;SAO PAULO;;3.4600000000;2.8500000000
2018;2021;35002021;10205;LESTE 5;IRENE RIBEIRO PROFESSORA;SAO PAULO;7.3500000000;;
2018;4881;35004881;10317;SUL 1;EDMEA ATTAB PROFESSORA;SAO PAULO;4.0800000000;;
2018;44374;35044374;10317;SUL 1;JOAO ERNESTO FAGGIN DOUTOR;SAO PAULO;;2.1600000000;1.3900000000
2018;925408;35925408;10314;SUL 2;CLORINDA TRITTO GIANGIACOMO PROFESSORA;SAO PAULO;5.8600000000;;
2018;127;35000127;10101;NORTE 1;JOSE ALTENFELDER SILVA PROFESSOR;SAO PAULO;5.7800000000;;
2018;1673;35001673;10205;LESTE 5;MARIA DA GLORIA COSTA E SILVA PROFESSORA;SAO PAULO;;3.1600000000;1.9500000000
2018;910326;35910326;10317;SUL 1;JOSE BAPTISTA RIOS CASTELLOES PROFESSOR;SAO PAULO;5.7800000000;;
2018;924192;35924192;10501;MOGI DAS CRUZES;ROSA MARIA DE SOUZA PROFESSORA;SALESOPOLIS;;3.2200000000;
2018;39755;35039755;20306;ITU;MIRINHA TONELLO;SALTO;;3.2000000000;2.4300000000
2018;905276;35905276;20306;ITU;MARIA DE LOURDES MORAES COSTELA PROFA;SALTO;;3.1400000000;2.5500000000
2018;46929;35046929;20306;ITU;MARIA NAZARENA CORREA IRMA;SALTO;;2.9500000000;3.0400000000
2018;15635;35015635;20306;ITU;PAULA SANTOS PROF;SALTO;;3.9400000000;2.4200000000
2018;924520;35924520;10210;LESTE 2;THOMAZ RODRIGUES ALCKMIN;SAO PAULO;5.1900000000;;
2018;3116;35003116;10207;LESTE 1;APPARECIDA RAHAL PROFESSORA;SAO PAULO;;3.3500000000;1.2300000000
2018;4005;35004005;10312;CENTRO OESTE;MARIA EUGENIA MARTINS PROFESSORA;SAO PAULO;;3.4100000000;2.4700000000
2018;243;35000243;10101;NORTE 1;ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA;SAO PAULO;5.0100000000;;
2018;36456;35036456;10101;NORTE 1;MIGUEL OLIVA FEITOSA PROFESSOR;SAO PAULO;;2.2400000000;1.5700000000
2018;59;35000059;10101;NORTE 1;SEBASTIAO DE OLIVEIRA GUSMAO PROFESSOR;SAO PAULO;;;2.0300000000
2018;415443;35415443;10318;SUL 3;JOSÉ EPHIM MINDLIN;SAO PAULO;;3.7400000000;2.6000000000
2018;37011;35037011;10207;LESTE 1;GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR;SAO PAULO;;2.7200000000;1.7800000000
2018;902287;35902287;10318;SUL 3;IRMA CHARLITA;SAO PAULO;4.6400000000;3.0700000000;2.3800000000
2018;902585;35902585;10207;LESTE 1;ELYSEU SIMOES MACHADO PROFESSOR;SAO PAULO;5.5100000000;;
2018;44362;35044362;10317;SUL 1;PEDRO CALIL PADIS PROFESSOR;SAO PAULO;4.5300000000;;
2018;1752;35001752;10208;LESTE 4;AROLDO DE AZEVEDO PROF;SAO PAULO;;2.9500000000;2.1500000000
2018;923278;35923278;10211;LESTE 3;SILVANA EVANGELISTA PROFESSORA;SAO PAULO;;2.1000000000;1.3900000000
2018;438042;35438042;10314;SUL 2;NAIR OLEGARIO CAJUEIRO;SAO PAULO;;;3.0100000000
2018;46267;35046267;10101;NORTE 1;JOAO NOGUEIRA LOTUFO PROFESSOR;SAO PAULO;5.9300000000;;
2018;5459;35005459;10318;SUL 3;HERBERT BALDUS;SAO PAULO;;3.1800000000;1.9900000000
2018;39248;35039248;10208;LESTE 4;QUINTILIANO JOSE SITRANGULO PROF;SAO PAULO;5.3700000000;3.2800000000;1.3900000000
2018;44350;35044350;10312;CENTRO OESTE;SAMUEL KLABIN;SAO PAULO;4.8100000000;3.2900000000;
2018;4522;35004522;10316;CENTRO SUL;RAUL CARDOSO DE ALMEIDA PROFESSOR;SAO PAULO;;3.0600000000;2.2200000000
2018;607;35000607;10104;NORTE 2;TITO PRATES DA FONSECA;SAO PAULO;;3.1100000000;2.1400000000
2018;1697;35001697;10205;LESTE 5;BEATRIZ R BASSI ASTORINO PROFESSORA;SAO PAULO;5.0400000000;3.8400000000;
2018;2461;35002461;10207;LESTE 1;JOAO MARIA OGNO OSB DOM;SAO PAULO;;2.0500000000;2.3000000000
2018;21222;35021222;20410;PIRACICABA;PEDRO CREM FILHO PROFESSOR;CHARQUEADA;;4.0300000000;3.0300000000
2018;26219;35026219;20604;LINS;ELZIRA GARBINO PAGANI PROFA;PONGAI;;3.9000000000;4.4200000000
2018;6750;35006750;10501;MOGI DAS CRUZES;ELISIARIO PINTO DE MORAIS VEREADOR;SALESOPOLIS;;3.8900000000;3.1600000000
2018;46930;35046930;20306;ITU;JOSEANO COSTA PINTO PROF;SALTO;;4.6300000000;2.6700000000
2018;2409;35002409;10208;LESTE 4;LUIZ ANTONIO FRAGOSO PROF;SAO PAULO;;;2.8700000000
2018;39263;35039263;10208;LESTE 4;CHIBATA MIYAKOSHI;SAO PAULO;;2.0100000000;0.9500000000
2018;924799;35924799;10318;SUL 3;AYRTON SENNA DA SILVA;SAO PAULO;4.9500000000;;
2018;902299;35902299;10318;SUL 3;JOAO GOULART PRESIDENTE;SAO PAULO;6.8000000000;;
2018;916791;35916791;10314;SUL 2;AFIZ GEBARA DOUTOR;SAO PAULO;;3.7000000000;2.5800000000
2018;38246;35038246;10314;SUL 2;EURICO GASPAR DUTRA MARECHAL;SAO PAULO;6.9100000000;;
2018;37084;35037084;10211;LESTE 3;ERNESTINA DEL BUONO TRAMA PROFESSORA;SAO PAULO;;2.8300000000;1.5900000000
2018;902627;35902627;10211;LESTE 3;CESAR DONATO CALABREZ;SAO PAULO;3.5200000000;2.7500000000;1.9900000000
2018;908368;35908368;10211;LESTE 3;OSWALDO GAGLIARDI;SAO PAULO;4.0800000000;2.8100000000;1.5700000000
2018;46255;35046255;10101;NORTE 1;CARLOS BORBA PROFESSOR;SAO PAULO;5.6600000000;;
2018;39172;35039172;10318;SUL 3;ANA LUIZA FLORENCE BORGES PROFA;SAO PAULO;;2.7500000000;2.2700000000
2018;115;35000115;10101;NORTE 1;FRANCISCO FARIA NETO PROFESSOR;SAO PAULO;4.9600000000;;
2018;916742;35916742;10211;LESTE 3;SIMAO MATHIAS PROFESSOR;SAO PAULO;;;1.7800000000
2018;906554;35906554;10314;SUL 2;SANTA ROSA DE LIMA;SAO PAULO;4.3500000000;;
2018;921464;35921464;10211;LESTE 3;CONJUNTO HABITACIONAL CARRAOZINHO;SAO PAULO;4.6200000000;;
2018;906797;35906797;10104;NORTE 2;IZAC SILVERIO PROF;SAO PAULO;6.1200000000;;
2018;3281;35003281;10210;LESTE 2;BALBINA NETTO VELLOSO PROFA;SAO PAULO;4.4400000000;;
2018;1326;35001326;10104;NORTE 2;PEDRO DE MORAES VICTOR DR;SAO PAULO;;1.6200000000;1.3800000000
2018;4807;35004807;10317;SUL 1;DOMINGOS QUIRINO FERREIRA CORONEL;SAO PAULO;;3.1700000000;2.0100000000
2018;4789;35004789;10316;CENTRO SUL;ANTONIO CASTELAR DE FRANCESCHI;SAO PAULO;7.2100000000;;
2018;37345;35037345;10207;LESTE 1;TIDE SETUBAL;SAO PAULO;;2.5300000000;1.5700000000
2018;164;35000164;10101;NORTE 1;PIO TELLES PEIXOTO PROFESSOR;SAO PAULO;;2.3200000000;1.3900000000
2018;33376;35033376;21003;MARILIA;JOSE BONIFACIO DO COUTO;ALVINLANDIA;;3.6400000000;3.0100000000
2018;34952;35034952;21101;MIRACATU;RAPOSO TAVARES;ITARIRI;3.0100000000;2.2600000000;1.4300000000
2018;34836;35034836;21101;MIRACATU;ITARIRI;ITARIRI;;1.8900000000;2.1000000000
2018;21490;35021490;20411;PIRASSUNUNGA;MARIA JOAQUINA DE ARRUDA PROFESSORA;LEME;;;2.4900000000
2018;907467;35907467;20411;PIRASSUNUNGA;AUGUSTO DE SOUZA SARDINHA;LEME;;5.7100000000;3.1500000000
2018;917680;35917680;20602;JAU;ESMERALDA LEONOR FURLANI CALAF PROFESSORA;PEDERNEIRAS;;3.1200000000;3.5800000000
2018;911069;35911069;20602;JAU;DINAH DE MORAES E SEIXAS PROFESSORA;PEDERNEIRAS;;3.4200000000;2.5300000000
2018;38027;35038027;20602;JAU;ALVA FABRI MIRANDA PROFESSORA;PEDERNEIRAS;;3.5500000000;2.9800000000
2018;47533;35047533;20602;JAU;JOAO CHAMMAS COMENDADOR;PEDERNEIRAS;;3.4500000000;
2018;917746;35917746;20403;BRAGANCA PAULISTA;JOSE DINI;SOCORRO;6.8400000000;3.8200000000;2.8900000000
2018;17759;35017759;20403;BRAGANCA PAULISTA;JOSE FRANCO CRAVEIRO;SOCORRO;;4.1700000000;3.4200000000
2018;4315;35004315;10316;CENTRO SUL;JULIO DE MESQUITA FILHO;SAO PAULO;5.3700000000;3.7700000000;
2018;3736;35003736;10312;CENTRO OESTE;LUDOVINA CREDIDIO PEIXOTO;SAO PAULO;5.4500000000;;
2018;916535;35916535;10210;LESTE 2;ROGER JULES DE CARVALHO MANGE;SAO PAULO;4.7900000000;;
2018;48636;35048636;10208;LESTE 4;ROMEU MONTORO;SAO PAULO;;2.4600000000;1.5800000000
2018;908848;35908848;10318;SUL 3;JOSE DUARTE JUNIOR PROFESSOR;SAO PAULO;6.3700000000;3.5900000000;
2018;1521;35001521;10102;CENTRO;PAULO LUIG FREI;SAO PAULO;4.9800000000;2.8100000000;2.1200000000
2018;36729;35036729;10318;SUL 3;CARLOS DE MORAES ANDRADE PROF;SAO PAULO;;3.6800000000;2.0100000000
2018;5381;35005381;10318;SUL 3;ADOLFO CASAIS MONTEIRO PROF;SAO PAULO;;2.4000000000;1.7300000000
2018;4066;35004066;10312;CENTRO OESTE;ARCHITICLINO SANTOS PROFESSOR;SAO PAULO;;2.8400000000;2.4900000000
2018;1824;35001824;10316;CENTRO SUL;JOSE HEITOR CARUSI PROFESSOR;SAO PAULO;;3.8200000000;2.8300000000
2018;2690;35002690;10208;LESTE 4;JOAO RAMACCIOTTI PROF;SAO PAULO;;;2.5800000000
2018;39287;35039287;10317;SUL 1;AYRES NETO DOUTOR;SAO PAULO;;2.7800000000;1.5900000000
2018;46036;35046036;10104;NORTE 2;DIRCE PASTORE DONATO PROFA;SAO PAULO;7.2700000000;;
2018;902780;35902780;10314;SUL 2;MARIA JANNUZZI MASCARI PROFESSORA;SAO PAULO;4.4200000000;;
2018;4029;35004029;10312;CENTRO OESTE;FLAVIA VIZIBELI PIRRO PROFESSORA;SAO PAULO;4.3100000000;3.1200000000;
2018;2636;35002636;10208;LESTE 4;INFANTE DOM HENRIQUE;SAO PAULO;;3.7600000000;2.7200000000
2018;36500;35036500;10101;NORTE 1;GERALDO HOMERO FRANCA OTTONI PROFESSOR;SAO PAULO;4.9400000000;;
2018;37679;35037679;10101;NORTE 1;EDGARD PIMENTEL REZENDE PROFESSOR;SAO PAULO;;2.3500000000;1.2100000000
2018;46243;35046243;10101;NORTE 1;FLAMINIO FAVERO PROFESSOR;SAO PAULO;6.3100000000;2.4100000000;1.5200000000
2018;910272;35910272;10210;LESTE 2;MARIA REGINA MACHADO DE CASTRO GUIMARAES PROFA;SAO PAULO;;3.1500000000;1.6700000000
2018;2641;35002641;10208;LESTE 4;JOSE PEREIRA DE QUEIROZ DR;SAO PAULO;;;2.9900000000
2018;283885;35283885;10210;LESTE 2;HELIO HELENE;SAO PAULO;3.7600000000;;
2018;3153;35003153;10208;LESTE 4;LUZIA DE QUEIROZ E OLIVEIRA PROFA;SAO PAULO;;3.8100000000;1.9100000000
2018;3001;35003001;10210;LESTE 2;DARIO DE QUEIROZ PROF;SAO PAULO;5.6400000000;2.6700000000;2.7700000000
2018;904296;35904296;10211;LESTE 3;MARIUMA BUAZAR MAUAD;SAO PAULO;;2.2500000000;1.1200000000
2018;911008;35911008;10207;LESTE 1;URBANO DE OLIVEIRA PINTO REV;SAO PAULO;;2.1700000000;1.4800000000
2018;925524;35925524;10314;SUL 2;WALDIR RODOLPHO DE CASTRO;SAO PAULO;;3.2300000000;2.4200000000
2018;906189;35906189;10211;LESTE 3;BERNARDIM RIBEIRO;SAO PAULO;4.9800000000;;
2018;5186;35005186;10314;SUL 2;LUIZ GONZAGA PINTO E SILVA PROFESSOR;SAO PAULO;;3.6100000000;2.2500000000
2018;3141;35003141;10211;LESTE 3;LUIZ ROSANOVA PROFESSOR;SAO PAULO;;3.2400000000;1.9800000000
2018;907029;35907029;10211;LESTE 3;FABIO AGAZZI;SAO PAULO;5.0300000000;;
2018;922894;35922894;10208;LESTE 4;SAPOPEMBA;SAO PAULO;;3.4300000000;2.4800000000
2018;3165;35003165;10208;LESTE 4;JANDYRA VIEIRA CUNHA BARRA PROFA;SAO PAULO;6.4500000000;;
2018;910259;35910259;10210;LESTE 2;MARIA VERA LOMBARDI SIQUEIRA PROFA;SAO PAULO;;3.5200000000;2.2000000000
2018;923576;35923576;10314;SUL 2;MARIA DO CARMO CAMPOS FERREIRA DONA;SAO PAULO;5.2600000000;;
2018;914691;35914691;10210;LESTE 2;LIVIO XAVIER;SAO PAULO;;2.9900000000;2.3500000000
2018;5393;35005393;10318;SUL 3;JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA;SAO PAULO;4.1100000000;2.5700000000;1.7700000000
2018;910284;35910284;10210;LESTE 2;SERGIO PAULO MUNIZ PIMENTA CAPITAO;SAO PAULO;;2.4300000000;1.6300000000
2018;130333;35130333;10101;NORTE 1;REPUBLICA DA COLOMBIA;SAO PAULO;;2.4900000000;1.2000000000
2018;5216;35005216;10317;SUL 1;ISALTINO DE MELLO PROFESSOR;SAO PAULO;;;2.7300000000
2018;2574;35002574;10207;LESTE 1;CUSTODIO JOSE DE MELLO ALMIRANTE;SAO PAULO;;3.5500000000;
2018;760;35000760;10102;CENTRO;AFRANIO PEIXOTO;SAO PAULO;;3.1600000000;2.9800000000
2018;4169;35004169;10312;CENTRO OESTE;ANA ROSA DE ARAUJO DONA;SAO PAULO;;4.3200000000;2.8600000000
2018;43734;35043734;10210;LESTE 2;MATTATHIAS GOMES DOS SANTOS REV;SAO PAULO;5.9700000000;2.9800000000;1.7200000000
2018;1740;35001740;10205;LESTE 5;STEFAN ZWEIG;SAO PAULO;;2.4700000000;2.2600000000
2018;901246;35901246;20411;PIRASSUNUNGA;ARLINDO FAVARO PROFESSOR;LEME;;3.5700000000;2.5100000000
2018;583467;35583467;20602;JAU;CIDADE NOVA;PEDERNEIRAS;;2.5400000000;1.7500000000
2018;25665;35025665;20602;JAU;ANCHIETA;PEDERNEIRAS;;3.4200000000;2.5500000000
2018;900230;35900230;20602;JAU;NOEMIA KUESTER PISANI GERULIS PROFESSORA;PEDERNEIRAS;;3.4200000000;
2018;711;35000711;10102;CENTRO;NARBAL FONTES PROFESSORA;SAO PAULO;;3.3300000000;3.0300000000
2018;39100;35039100;10205;LESTE 5;GASTAO STRANG PROFESSOR;SAO PAULO;6.1900000000;;
2018;925172;35925172;10318;SUL 3;BENEDITO CELIO DE SIQUEIRA;SAO PAULO;;2.5200000000;1.9800000000
2018;461313;35461313;10314;SUL 2;BERNADETE APARECIDA PEREIRA GODOI PROFA;SAO PAULO;;;3.8700000000
2018;5277;35005277;10318;SUL 3;BEATRIZ LOPES PROFA;SAO PAULO;;;2.2800000000
2018;37597;35037597;10312;CENTRO OESTE;ALCIDES DA COSTA VIDIGAL;SAO PAULO;6.9900000000;;
2018;2811;35002811;10207;LESTE 1;SILVA PRADO DEPUTADO;SAO PAULO;;3.3900000000;1.2700000000
2018;41774;35041774;10318;SUL 3;EMILIO WARWICK KERR PASTOR;SAO PAULO;6.1700000000;4.1300000000;2.6300000000
2018;901738;35901738;10312;CENTRO OESTE;LUIZ CINTRA DO PRADO PROFESSOR;SAO PAULO;4.9400000000;;
2018;3232;35003232;10208;LESTE 4;ADELINO JOSE DA SILVA D AZEVEDO PROF;SAO PAULO;;3.2500000000;2.3100000000
2018;923667;35923667;10318;SUL 3;EVANDRO CAVALCANTI LINS E SILVA;SAO PAULO;4.7100000000;;
2018;5071;35005071;10317;SUL 1;EUSEBIO DE PAULA MARCONDES PROFESSOR;SAO PAULO;;2.7200000000;2.8100000000
2018;40997;35040997;10317;SUL 1;CLOVIS DE OLIVEIRA PROFESSOR DOUTOR;SAO PAULO;4.1400000000;3.2100000000;1.8500000000
2018;43771;35043771;10317;SUL 1;JULIA DELLA CASA PAULA PROFESSORA;SAO PAULO;;1.8900000000;1.5400000000
2018;2999;35002999;10210;LESTE 2;SHINQUICHI AGARI;SAO PAULO;4.7600000000;3.0000000000;2.2000000000
2018;41749;35041749;10314;SUL 2;ALBERTO BADRA DOUTOR;SAO PAULO;5.8900000000;;
2018;37564;35037564;20306;ITU;BENEDITA DE REZENDE PROFA;SALTO;6.0700000000;;
2018;921804;35921804;20306;ITU;FRANCISCO RIGOLIN PADRE;SALTO;5.4400000000;3.2700000000;2.2200000000
2018;4397;35004397;10316;CENTRO SUL;JOSE ESCOBAR PROFESSOR;SAO PAULO;5.4500000000;;
2018;3918;35003918;10312;CENTRO OESTE;ARISTIDES DE CASTRO;SAO PAULO;;3.8300000000;
2018;916511;35916511;10210;LESTE 2;RUBEM BRAGA CRONISTA;SAO PAULO;5.0200000000;;
2018;3190;35003190;10207;LESTE 1;ALVARES DE AZEVEDO;SAO PAULO;5.2100000000;;
2018;3074;35003074;10207;LESTE 1;GERALDO DOMINGOS CORTEZ PROFESSOR;SAO PAULO;5.0500000000;;
2018;924696;35924696;10314;SUL 2;JARDIM IRENE III;SAO PAULO;4.4000000000;;
2018;2082;35002082;10205;LESTE 5;BLANCA ZWICKER SIMOES PROFESSORA;SAO PAULO;7.3200000000;;
2018;924398;35924398;10101;NORTE 1;JARDIM CANAA;SAO PAULO;5.1600000000;;2.0900000000
2018;191224;35191224;10314;SUL 2;JARDIM CAPELA IV;SAO PAULO;5.6900000000;3.5100000000;2.4400000000
2018;2756;35002756;10207;LESTE 1;EUNICE LAUREANO DA SILVA PROFESSORA;SAO PAULO;6.8400000000;;
2018;36262;35036262;10318;SUL 3;FRANCISCO ROSWELL FREIRE;SAO PAULO;5.3600000000;3.8100000000;
2018;909178;35909178;10210;LESTE 2;ROSARITA TORKOMIAN PROFA;SAO PAULO;5.8300000000;;
2018;1041;35001041;10104;NORTE 2;JOHANN GUTENBERG;SAO PAULO;;2.8100000000;1.8700000000
2018;5009;35005009;10314;SUL 2;BEATRIZ DE QUADROS LEME PROFESSORA;SAO PAULO;;3.6500000000;3.0300000000
2018;41762;35041762;10318;SUL 3;MARIA JUVENAL HOMEM DE MELLO PROFA;SAO PAULO;;3.1200000000;2.1700000000
2018;1065;35001065;10104;NORTE 2;DAVID EUGENIO DOS SANTOS PROF;SAO PAULO;5.4300000000;;
2018;4509;35004509;10316;CENTRO SUL;MARIA ODILA GUIMARAES BUENO PROFESSORA;SAO PAULO;6.3800000000;;
2018;1348;35001348;10104;NORTE 2;JOSE DO AMARAL MELLO PROF;SAO PAULO;4.0100000000;2.3000000000;1.2600000000
2018;1910;35001910;10205;LESTE 5;CLEMENTE QUAGLIO PROFESSOR;SAO PAULO;;;3.7700000000
2018;33424;35033424;21003;MARILIA;NELY CARBONIERI DE ANDRADE PROFA;GARCA;;3.0600000000;3.1700000000
2018;33388;35033388;21003;MARILIA;LYDIA YVONE GOMES MARQUES PROFA;GARCA;;2.5200000000;1.8600000000
2018;914927;35914927;20408;LIMEIRA;DORIVALDO DAMM PROFESSOR;LIMEIRA;6.5000000000;4.3500000000;3.5900000000
2018;36109;35036109;20408;LIMEIRA;JOSE MARCILIANO DA COSTA JUNIOR PROFESSOR;LIMEIRA;;4.4100000000;
2018;920113;35920113;20408;LIMEIRA;MARGARIDA PAROLI SOARES PROFESSORA;LIMEIRA;;3.4500000000;2.6300000000
2018;45810;35045810;20408;LIMEIRA;WILLIAM SILVA PROFESSOR;LIMEIRA;;3.1400000000;1.8700000000
2018;20114;35020114;20408;LIMEIRA;LAZARO DUARTE DO PATEO PROFESSOR;LIMEIRA;6.6100000000;4.5900000000;3.9900000000
2018;902809;35902809;10208;LESTE 4;ARTHUR CHAGAS JUNIOR PROF;SAO PAULO;4.1500000000;2.8600000000;1.5300000000
2018;902639;35902639;10208;LESTE 4;JOAO CAMARGO PROF;SAO PAULO;4.7300000000;2.2700000000;1.5100000000
2018;909099;35909099;10208;LESTE 4;JOAO SARMENTO PIMENTEL;SAO PAULO;;;1.7900000000
2018;920265;35920265;10211;LESTE 3;FULVIO ABRAMO;SAO PAULO;5.1100000000;;
2018;5411;35005411;10314;SUL 2;AMELIA KERR NOGUEIRA PROFESSORA;SAO PAULO;;2.6900000000;1.9000000000
2018;925159;35925159;10318;SUL 3;CONDOMINIO VARGEM GRANDE II;SAO PAULO;;3.3100000000;2.2100000000
2018;925238;35925238;10314;SUL 2;JARDIM SAO BENTO III;SAO PAULO;5.5300000000;;
2018;918748;35918748;10104;NORTE 2;FELICIO TONETTI;SAO PAULO;7.6700000000;;
2018;41671;35041671;10208;LESTE 4;AMADOR ARRUDA MENDES PROF;SAO PAULO;5.8400000000;;
2018;2689;35002689;10208;LESTE 4;EXERCITO BRASILEIRO;SAO PAULO;;;1.8100000000
2018;985;35000985;10102;CENTRO;REPUBLICA DA BOLIVIA;SAO PAULO;6.7200000000;;
